Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity,ageAv,age,gender,ethnicity,solved,Month,Year
1,25 to 34,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-12,Murder,Solved,Havering,White,3,3,1,0,1,Dec,2012
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Feb-12,Murder,Solved,Hammersmith & Fulham,White,3,3,2,0,1,Feb,2012
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-12,Murder,Solved,Hammersmith & Fulham,White,3,3,1,0,1,Aug,2012
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-12,Murder,Solved,Hammersmith & Fulham,White,7,7,1,0,1,Oct,2012
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-12,Murder,Solved,Ealing,White,7,7,1,0,1,Nov,2012
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-12,Murder,Solved,Hammersmith & Fulham,White,4,4,1,0,1,Dec,2012
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-12,Murder,Solved,Westminster,White,5,5,1,0,1,Apr,2012
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-12,Murder,Solved,Westminster,White,5,5,1,0,1,Jun,2012
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-12,Murder,Solved,Westminster,White,5,5,1,0,1,Jun,2012
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Aug-12,Murder,Solved,Westminster,White,5,5,1,0,1,Aug,2012
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-13,Murder,Solved,Wandsworth,Black,1,1,1,1,1,Feb,2013
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Jul-13,Murder,Solved,Wandsworth,White,4,4,2,0,1,Jul,2013
1,13 to 19,Male,Shooting,Not Domestic Abuse,Sep-13,Murder,Solved,Wandsworth,Black,1,1,1,1,1,Sep,2013
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-13,Murder,Solved,Wandsworth,White,2,2,1,0,1,Oct,2013
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,Nov-13,Murder,Solved,Wandsworth,White,7,7,2,0,1,Nov,2013
1,55 to 64,Female,"Physical Assault, no weapon",Not Domestic Abuse,Dec-13,Murder,Solved,Wandsworth,White,6,6,2,0,1,Dec,2013
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-13,Murder,Solved,Kingston Upon Thames,White,3,3,1,0,1,Jun,2013
1,35 to 44 ,Female,Blunt Implement,Not Domestic Abuse,Nov-13,Murder,Solved,Richmond Upon Thames,White,4,4,2,0,1,Nov,2013
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Apr-13,Murder,Solved,Ealing,Asian,0,0,2,2,1,Apr,2013
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Apr-13,Murder,Solved,Hillingdon,Asian,0,0,2,2,1,Apr,2013
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Jul-13,Murder,Solved,Hillingdon,Asian,4,4,2,2,1,Jul,2013
1,20 to 24,Female,Blunt Implement,Domestic Abuse,Jan-13,Murder,Solved,Lambeth,White,2,2,2,0,1,Jan,2013
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Jan-13,Murder,Solved,Lambeth,White,4,4,1,0,1,Jan,2013
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Mar-13,Murder,Solved,Lambeth,Black,0,0,1,1,1,Mar,2013
1,20 to 24,Male,Shooting,Not Domestic Abuse,Apr-13,Murder,Solved,Lambeth,Black,2,2,1,1,1,Apr,2013
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-13,Manslaughter,Solved,Ealing,Asian,5,5,1,2,1,Jun,2013
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jul-13,Murder,Solved,Lambeth,Black,3,3,2,1,1,Jul,2013
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Dec-13,Murder,Solved,Lambeth,White,5,5,1,0,1,Dec,2013
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,May-13,Murder,Solved,Merton,White,6,6,1,0,1,May,2013
1,20 to 24,Female,Shooting,Not Domestic Abuse,Aug-13,Murder,Solved,Brent,Black,2,2,2,1,1,Aug,2013
1,55 to 64,Female,"Physical Assault, no weapon",Domestic Abuse,Oct-13,Murder,Solved,Ealing,Asian,6,6,2,2,1,Oct,2013
1,20 to 24,Male,Shooting,Not Domestic Abuse,Dec-13,Murder,Unsolved,Heathrow,Black,2,2,1,1,0,Dec,2013
1,55 to 64,Female,"Physical Assault, no weapon",Domestic Abuse,May-13,Murder,Solved,Camden,White,6,6,2,0,1,May,2013
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Jan-13,Murder,Solved,Barnet,White,7,7,2,0,1,Jan,2013
1,25 to 34,Female,Not known/Not Recorded ,Not Domestic Abuse,Jul-13,Murder,Solved,Barnet,White,3,3,2,0,1,Jul,2013
1,65 and over,Female,Blunt Implement,Domestic Abuse,Oct-13,Murder,Solved,Barnet,Other,7,7,2,3,1,Oct,2013
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,Feb-13,Murder,Solved,Ealing,White,6,6,1,0,1,Feb,2013
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Feb-13,Murder,Solved,Ealing,White,3,3,1,0,1,Feb,2013
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-13,Manslaughter,Solved,Ealing,Asian,4,4,1,2,1,Jul,2013
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Solved,Ealing,White,2,2,1,0,1,Aug,2013
1,35 to 44 ,Male,Knife or Sharp Implement,Domestic Abuse,Aug-13,Murder,Solved,Ealing,White,4,4,1,0,1,Aug,2013
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Unsolved,Ealing,Asian,2,2,1,2,0,Aug,2013
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-13,Murder,Solved,Ealing,Black,3,3,1,1,1,Nov,2013
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Nov-13,Murder,Solved,Ealing,Asian,4,4,2,2,1,Nov,2013
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-13,Murder,Unsolved,Ealing,White,4,4,1,0,0,Dec,2013
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Dec-13,Murder,Solved,Ealing,Black,3,3,2,1,1,Dec,2013
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-13,Murder,Solved,Islington,White,5,5,1,0,1,Mar,2013
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-13,Murder,Solved,Islington,Black,1,1,1,1,1,Apr,2013
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-13,Murder,Solved,Islington,Black,2,2,1,1,1,Jun,2013
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-13,Murder,Solved,Islington,White,3,3,1,0,1,Jun,2013
1,35 to 44 ,Male,Knife or Sharp Implement,Domestic Abuse,Oct-13,Murder,Solved,Islington,Black,4,4,1,1,1,Oct,2013
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-13,Murder,Solved,Ealing,Black,2,2,1,1,1,Mar,2013
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,Aug-13,Murder,Solved,Haringey,Asian,0,0,2,2,1,Aug,2013
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-13,Murder,Solved,Haringey,Black,4,4,1,1,1,Sep,2013
1,35 to 44 ,Female,Other Methods Of Killing,Not Domestic Abuse,Dec-13,Murder,Solved,Haringey,White,4,4,2,0,1,Dec,2013
1,20 to 24,Female,Other Methods Of Killing,Domestic Abuse,Jul-13,Murder,Solved,Southwark,White,2,2,2,0,1,Jul,2013
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-13,Murder,Solved,Southwark,White,3,3,1,0,1,Nov,2013
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Feb-13,Murder,Solved,Ealing,Black,7,7,2,1,1,Feb,2013
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Mar-13,Murder,Solved,Ealing,Black,0,0,1,1,1,Mar,2013
1,65 and over,Female,Other Methods Of Killing,Not Domestic Abuse,May-13,Murder,Solved,Lewisham,White,7,7,2,0,1,May,2013
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Aug-13,Murder,Solved,Lewisham,White,2,2,2,0,1,Aug,2013
1,13 to 19,Male,Shooting,Not Domestic Abuse,May-13,Murder,Solved,Bromley,Black,1,1,1,1,1,May,2013
1,13 to 19,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-13,Manslaughter,Solved,Bromley,White,1,1,1,0,1,Sep,2013
1,35 to 44 ,Male,Knife or Sharp Implement,Domestic Abuse,Jan-13,Murder,Solved,Greenwich,White,4,4,1,0,1,Jan,2013
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Apr-13,Murder,Solved,Greenwich,White,5,5,1,0,1,Apr,2013
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-13,Murder,Solved,Greenwich,White,3,3,1,0,1,May,2013
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-13,Murder,Solved,Greenwich,White,6,6,1,0,1,Jun,2013
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-13,Murder,Solved,Croydon,Black,3,3,2,1,1,Jan,2013
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-13,Manslaughter,Solved,Croydon,White,4,4,1,0,1,Jun,2013
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-13,Murder,Solved,Ealing,Black,1,1,1,1,1,Sep,2013
1,20 to 24,Female,Other Methods Of Killing,Domestic Abuse,Nov-13,Murder,Solved,Croydon,White,2,2,2,0,1,Nov,2013
1,25 to 34,Male,Not known/Not Recorded ,Not Domestic Abuse,Nov-13,Murder,Unsolved,Croydon,White,3,3,1,0,0,Nov,2013
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,Oct-13,Murder,Solved,Sutton,White,0,0,2,0,1,Oct,2013
1,65 and over,Female,"Physical Assault, no weapon",Not Domestic Abuse,May-13,Murder,Solved,Tower Hamlets,White,7,7,2,0,1,May,2013
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-13,Murder,Solved,Ealing,White,4,4,1,0,1,Jun,2013
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Jul-13,Murder,Solved,Newham,Asian,4,4,2,2,1,Jul,2013
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-13,Murder,Solved,Tower Hamlets,White,3,3,1,0,1,Jul,2013
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Solved,Tower Hamlets,Asian,1,1,1,2,1,Aug,2013
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Oct-13,Murder,Solved,Redbridge,White,2,2,2,0,1,Oct,2013
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Dec-13,Murder,Solved,Redbridge,White,3,3,1,0,1,Dec,2013
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jan-13,Murder,Solved,Hackney,White,4,4,1,0,1,Jan,2013
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Feb-13,Murder,Solved,Ealing,White,4,4,2,0,1,Feb,2013
1,13 to 19,Male,Shooting,Not Domestic Abuse,Feb-13,Murder,Solved,Ealing,Black,1,1,1,1,1,Feb,2013
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-13,Murder,Solved,Hackney,Black,3,3,1,1,1,May,2013
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-13,Murder,Solved,Hackney,Black,5,5,1,1,1,Jul,2013
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Solved,Hackney,Black,2,2,1,1,1,Aug,2013
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Nov-13,Manslaughter,Solved,Hackney,White,5,5,1,0,1,Nov,2013
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-13,Murder,Unsolved,Hackney,Black,2,2,1,1,0,Dec,2013
1,45 to 54,Male,Not known/Not Recorded ,Not Domestic Abuse,Jul-13,Murder,Solved,Waltham Forest,White,5,5,1,0,1,Jul,2013
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jul-13,Murder,Solved,Waltham Forest,Black,3,3,2,1,1,Jul,2013
1,25 to 34,Female,Not known/Not Recorded ,Domestic Abuse,Sep-13,Murder,Unsolved,Waltham Forest,Asian,3,3,2,2,0,Sep,2013
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Mar-13,Murder,Solved,Barking & Dagenham,Black,3,3,2,1,1,Mar,2013
1,55 to 64,Female,Shooting,Domestic Abuse,Jun-13,Murder,Solved,Barking & Dagenham,White,6,6,2,0,1,Jun,2013
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,Aug-13,Murder,Solved,Barking & Dagenham,Asian,0,0,2,2,1,Aug,2013
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Oct-13,Manslaughter,Solved,Barking & Dagenham,Asian,5,5,1,2,1,Oct,2013
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Jan-13,Manslaughter,Solved,Enfield,White,4,4,1,0,1,Jan,2013
1,13 to 19,Male,Shooting,Not Domestic Abuse,Apr-13,Murder,Solved,Enfield,Black,1,1,1,1,1,Apr,2013
1,25 to 34,Male,Shooting,Not Domestic Abuse,Apr-13,Murder,Solved,Enfield,White,3,3,1,0,1,Apr,2013
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-13,Murder,Solved,Enfield,White,6,6,1,0,1,May,2013
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-13,Murder,Solved,Enfield,Black,5,5,1,1,1,Jul,2013
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-13,Murder,Solved,Enfield,Black,1,1,1,1,1,Dec,2013
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-13,Murder,Solved,Newham,Black,1,1,1,1,1,May,2013
1,65 and over,Female,"Physical Assault, no weapon",Domestic Abuse,Jun-13,Murder,Solved,Newham,White,7,7,2,0,1,Jun,2013
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Jun-13,Murder,Solved,Newham,Asian,7,7,1,2,1,Jun,2013
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-13,Manslaughter,Solved,Newham,Black,5,5,1,1,1,Jul,2013
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Aug-13,Murder,Solved,Newham,Asian,3,3,2,2,1,Aug,2013
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-13,Murder,Solved,Newham,White,3,3,1,0,1,Aug,2013
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Sep-13,Murder,Solved,Ealing,Asian,4,4,2,2,1,Sep,2013
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-13,Murder,Solved,Havering,White,5,5,1,0,1,Jan,2013
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Feb-13,Manslaughter,Solved,Havering,White,4,4,1,0,1,Feb,2013
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,Sep-13,Murder,Solved,Havering,White,7,7,2,0,1,Sep,2013
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-13,Murder,Solved,Hammersmith & Fulham,White,5,5,1,0,1,Oct,2013
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,Oct-13,Manslaughter,Unsolved,Hammersmith & Fulham,Asian,0,0,2,2,0,Oct,2013
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-13,Murder,Solved,Westminster,Other,1,1,1,3,1,Jan,2013
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-13,Corporate Manslaughter,Unsolved,Westminster,White,4,4,1,0,0,Mar,2013
1,65 and over,Male,Not known/Not Recorded ,Not Domestic Abuse,Mar-13,Murder,Solved,Westminster,White,7,7,1,0,1,Mar,2013
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Mar-13,Murder,Solved,Westminster,White,6,6,1,0,1,Mar,2013
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,Dec-13,Murder,Solved,Westminster,Asian,7,7,2,2,1,Dec,2013
1,25 to 34,Male,Shooting,Not Domestic Abuse,Dec-13,Murder,Solved,Westminster,Black,3,3,1,1,1,Dec,2013
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Feb-14,Manslaughter,Solved,Wandsworth,Asian,7,7,1,2,1,Feb,2014
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-14,Murder,Solved,Wandsworth,Black,4,4,1,1,1,Apr,2014
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Wandsworth,Black,3,3,1,1,1,Aug,2014
1,20 to 24,Male,Shooting,Not Domestic Abuse,Sep-14,Murder,Solved,Wandsworth,Black,2,2,1,1,1,Sep,2014
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,Apr-14,Murder,Solved,Kingston Upon Thames,White,0,0,2,0,1,Apr,2014
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Apr-14,Murder,Solved,Kingston Upon Thames,White,0,0,1,0,1,Apr,2014
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Apr-14,Murder,Solved,Kingston Upon Thames,White,0,0,1,0,1,Apr,2014
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,May-14,Manslaughter,Solved,Kingston Upon Thames,White,4,4,1,0,1,May,2014
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-14,Murder,Solved,Hounslow,Black,1,1,1,1,1,May,2014
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-14,Murder,Solved,Richmond Upon Thames,White,5,5,1,0,1,Apr,2014
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-14,Murder,Solved,Richmond Upon Thames,White,5,5,1,0,1,Sep,2014
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-14,Murder,Solved,Hillingdon,White,5,5,1,0,1,Feb,2014
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-14,Murder,Solved,Hillingdon,Black,7,7,1,1,1,May,2014
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Sep-14,Manslaughter,Solved,Hillingdon,Asian,4,4,1,2,1,Sep,2014
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-14,Murder,Solved,Lambeth,Black,2,2,1,1,1,Feb,2014
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-14,Murder,Solved,Ealing,Black,2,2,1,1,1,Feb,2014
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-14,Murder,Solved,Ealing,Asian,1,1,1,2,1,May,2014
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-14,Manslaughter,Solved,Lambeth,White,3,3,1,0,1,Jun,2014
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,Jan-14,Murder,Solved,Brent,Asian,0,0,2,2,1,Jan,2014
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jan-14,Murder,Solved,Brent,Asian,0,0,1,2,1,Jan,2014
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-14,Murder,Solved,Ealing,White,5,5,2,0,1,Mar,2014
1,35 to 44 ,Female,Knife or Sharp Implement,Not Domestic Abuse,May-14,Murder,Solved,Brent,White,4,4,2,0,1,May,2014
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-14,Murder,Solved,Brent,Black,1,1,1,1,1,Jun,2014
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-14,Manslaughter,Solved,Harrow,White,0,0,1,0,1,Aug,2014
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Dec-14,Murder,Solved,Harrow,Black,5,5,2,1,1,Dec,2014
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,May-14,Murder,Solved,Camden,White,7,7,2,0,1,May,2014
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-14,Murder,Solved,Camden,White,7,7,1,0,1,Jun,2014
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,May-14,Murder,Solved,Barnet,White,5,5,1,0,1,May,2014
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-14,Murder,Solved,Barnet,White,4,4,1,0,1,Jul,2014
1,13 to 19,Female,Other Methods Of Killing,Not Domestic Abuse,Jul-14,Murder,Solved,Barnet,White,1,1,2,0,1,Jul,2014
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-14,Murder,Solved,Barnet,Black,2,2,1,1,1,Jul,2014
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-14,Murder,Solved,Barnet,Black,2,2,1,1,1,Oct,2014
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-14,Murder,Solved,Ealing,White,2,2,1,0,1,Feb,2014
1,35 to 44 ,Female,Blunt Implement,Domestic Abuse,May-14,Murder,Solved,Ealing,Asian,4,4,2,2,1,May,2014
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Ealing,Asian,4,4,1,2,1,Aug,2014
1,13 to 19,Female,"Physical Assault, no weapon",Not Domestic Abuse,Sep-14,Murder,Solved,Ealing,White,1,1,2,0,1,Sep,2014
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-14,Murder,Solved,Ealing,Black,3,3,1,1,1,Oct,2014
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-14,Murder,Solved,Islington,White,6,6,1,0,1,Mar,2014
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-14,Murder,Solved,Islington,Black,2,2,1,1,1,Jun,2014
1,25 to 34,Female,Shooting,Domestic Abuse,Nov-14,Murder,Solved,Islington,White,3,3,2,0,1,Nov,2014
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Mar-14,Murder,Solved,Ealing,Black,4,4,2,1,1,Mar,2014
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Apr-14,Murder,Solved,Haringey,White,5,5,1,0,1,Apr,2014
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-14,Murder,Solved,Haringey,Asian,0,0,1,2,1,Aug,2014
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-14,Murder,Solved,Southwark,Black,1,1,1,1,1,Oct,2014
1,13 to 19,Male,Shooting,Not Domestic Abuse,Nov-14,Murder,Solved,Ealing,White,1,1,1,0,1,Nov,2014
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-14,Murder,Solved,Lewisham,Black,1,1,1,1,1,Jun,2014
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-14,Murder,Solved,Lewisham,Black,2,2,1,1,1,Jul,2014
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Lewisham,White,3,3,1,0,1,Aug,2014
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-14,Murder,Solved,Bromley,White,7,7,1,0,1,Mar,2014
1,13 to 19,Male,Other Methods Of Killing,Not Domestic Abuse,Nov-14,Manslaughter,Unsolved,Greenwich,White,1,1,1,0,0,Nov,2014
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-14,Murder,Solved,Croydon,White,4,4,1,0,1,Mar,2014
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-14,Murder,Solved,Croydon,White,5,5,1,0,1,Apr,2014
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Croydon,Black,2,2,1,1,1,Aug,2014
1,20 to 24,Male,Blunt Implement,Domestic Abuse,Nov-14,Murder,Solved,Croydon,White,2,2,1,0,1,Nov,2014
1,20 to 24,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-14,Manslaughter,Solved,Bexley,White,2,2,1,0,1,Jun,2014
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-14,Murder,Solved,Bexley,Black,3,3,1,1,1,Oct,2014
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Feb-14,Murder,Solved,Tower Hamlets,Asian,4,4,2,2,1,Feb,2014
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-14,Murder,Solved,Tower Hamlets,Black,1,1,1,1,1,Dec,2014
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Dec-14,Murder,Solved,Tower Hamlets,Black,4,4,2,1,1,Dec,2014
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Nov-14,Murder,Solved,Redbridge,White,2,2,2,0,1,Nov,2014
1,25 to 34,Female,"Physical Assault, no weapon",Domestic Abuse,Dec-14,Murder,Solved,Redbridge,Asian,3,3,2,2,1,Dec,2014
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-14,Murder,Unsolved,Redbridge,Asian,6,6,1,2,0,Dec,2014
1,13 to 19,Female,Shooting,Not Domestic Abuse,Mar-14,Murder,Solved,Hackney,Black,1,1,2,1,1,Mar,2014
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Mar-14,Murder,Solved,Hackney,Black,5,5,2,1,1,Mar,2014
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-14,Murder,Solved,Hackney,Black,0,0,2,1,1,Mar,2014
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,Apr-14,Murder,Solved,Hackney,White,6,6,2,0,1,Apr,2014
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Jul-14,Murder,Solved,Hackney,Asian,7,7,1,2,1,Jul,2014
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-14,Murder,Solved,Hackney,White,1,1,1,0,1,Aug,2014
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-14,Murder,Solved,Waltham Forest,Black,2,2,1,1,1,Mar,2014
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-14,Murder,Solved,Ealing,Black,2,2,1,1,1,Mar,2014
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Mar-14,Murder,Solved,Barking & Dagenham,White,4,4,1,0,1,Mar,2014
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Sep-14,Murder,Solved,Ealing,White,3,3,2,0,1,Sep,2014
